price_usd
3492.26
1208.12
5130.41
55.03
229.7
992.77
6756.2
1284.77
26.33
408.74
113.55
115.69
874.43
2347.93
36620.09
12238.14
117.77
6641.32
15152.7
1262.46
3340.62
28.63
1750.6
4357.97
3567.8
9286.16
237.44
1353.08
778.5
240.97
452.59
97.9
4699.73
118.94
51.51
1564.86
2838.44
233.41
2532.69
1932.87
3755.25
137.87
833.1
240.93
2565.72
216.87
4422.31
4176.04
160.44
2711.14
108.08
1284.75
16725.49
1786.22
220.47
106.39
2429.79
9808.96
32791.77
4205.61
3052.16
1239.73
379.96
13428.99
938.1
551.21
3811.89
2047.83
1285.3
1276.17
132.83
1636.27
6070.93
2059.0
31338.83
856.14
812.59
6947.91
5569.96
534.69
1796.02
462.37
2243.1
453.83
11799.37
8074.2
57.34
119.2
782.36
1302.63
1454.4
6840.19
99.92
14889.44
564.73
835.93
8407.69
825.65
125.62
4675.98
2423.94
1328.88
1710.66
6859.12
2219.59
80.19
111.44
872.0
2451.93
656.98
3280.46
1903.45
5718.83
6080.38
1368.14
19982.19
4683.57
4704.73
2248.49
352.53
11422.3
2208.59
2091.25
2782.57
4587.42
282.69
1044.39
784.29
1550.95
2770.83
107.01
200.81
9082.25
733.18
4186.73
4025.44
229.6
924.19
3844.41
13447.32
3399.66
116.65
26362.97
821.43
1359.11
468.82
26.89
1749.8
3527.37
503.97
1995.89
2684.67
1475.72
248.87
7134.06
16196.87
3788.48
4244.22
873.03
403.19
5014.61
867.3
8505.59
3080.35
2714.66
6680.85
849.55
387.93
1743.22
197.81
915.36
6901.27
846.8
1741.35
296.16
1353.55
860.28
11671.49
3388.41
7018.48
3128.73
357.51
11706.66
1258.59
7537.87
84.52
1864.53
2943.02
1627.2
12596.87
1234.67
937.65
966.23
3511.3
100.26
7599.16
11749.32
566.94
1815.77
2399.71
6436.93
696.57
897.41
623.31
422.17
111.74
18700.16
876.63
111.3
4401.47
17437.89
6297.11
101.13
126.44
260.11
394.04
2237.5
12913.78
102.51
813.78
1685.94
823.87
2361.21
1949.19
1993.85
2158.74
56.55
12024.12
162.86
4168.03
508.51
547.22
840.78
28.49
29177.89
2598.88
363.68
3613.98
33161.47
17119.47
15629.06
108.09
340.49
10220.89
21167.05
984.59
555.79
8173.42
608.12
1254.36
418.25
1215.51
259.6
2662.23
330.01
954.99
2763.77
75.98
6414.08
5454.23
3007.51
1438.2
80.11
7191.85
1015.59
865.74
18563.6
148.78
1970.03
5606.36
241.48
249.83
1476.65
3619.25
408.22
1668.98
28.12
1569.38
118.64
2555.14
56.25
102.9
29.52
18445.92
749.51
17190.22
34187.8
6963.21
934.06
3815.79
1314.55
1943.49
117.21
364.21
1588.0
3141.89
746.46
4728.54
630.06
8257.71
397.02
1466.62
184.73
5928.98
7864.52
27.76
7555.02
7232.57
5449.25
1689.82
234.77
1227.43
341.83
870.03
206.12
1512.92
367.55
1693.76
6365.59
14983.56
4747.16
1891.47
5690.06
3294.78
365.51
2005.06
3900.37
220.31
5019.92
835.01
434.65
1754.54
849.43
29888.86
803.21
51.87
430.37
643.29
910.89
7016.41
2032.49
895.9
6177.39
2682.96
27.03
5665.27
69.75
12426.43
149.76
1603.26
182.93
4362.1
737.87
411.05
1856.01
33016.28
654.27
6683.81
749.72
1906.09
857.22
1225.28
128.79
2239.9
504.76
600.06
1382.87
56.1
632.76
1080.68
2179.64
1206.79
5655.11
359.2
250.71
1096.15
656.76
4069.7
3579.17
259.46
1848.64
489.6
181.99
1716.01
231.95
1341.56
463.46
2891.46
400.99
1848.22
27.98
521.99
2108.56
1213.79
3340.3
8871.46
12624.13
31644.06
838.75
15122.38
59.51
1718.02
403.97
599.91
3581.12
12597.82
25039.16
366.85
65.09
8573.12
2274.77
162.35
2752.02
11876.89
791.84
56.69
28508.98
2544.14
18908.07
126.24
7012.65
850.35
8815.31
2581.89
13174.9
2263.75
7699.4
1317.14
229.52
2638.7
2509.26
580.23
992.74
359.67
6295.92
396.97
2513.99
4327.61
148.74
3302.62
220.61
13090.33
2248.18
203.41
1247.6
5281.06
17331.49
1125.25
107.28
24863.4
856.77
1871.56
340.42
82.36
473.92
3525.62
10252.58
378.09
6703.85
3795.34
274.42
9090.59
1357.7
3196.23
1401.9
6174.55
3818.76
1875.21
1287.7
421.75
3229.71
133.26
8232.43
29240.43
1568.72
132.38
2253.28
2731.49
585.12
374.71
530.89
3560.54
8122.24
120.09
229.75
1801.65
514.5
545.59
119.53
3711.11
4846.46
5134.64
581.7
79.13
3052.24
126.96
1727.15
1359.94
826.22
3551.81
412.18
6732.6
874.7
3387.25
226.74
12336.49
1624.64
7330.32
57.72
1365.65
405.24
2375.35
618.45
2745.45
472.06
2652.41
101.26
11784.5
928.37
906.3
204.97
2541.3
8678.05
1765.6
4544.21
2576.05
55.7
18786.91
8427.57
410.09
744.29
232.3
517.17
31.06
205.26
244.94
2107.8
49.85
1341.71
11064.54
9455.11
7241.76
2217.72
6873.96
4743.4
38319.01
118.62
12091.62
7165.64
1256.49
370.69
1454.17
3735.97
6924.25
123.07
3336.36
14884.68
3755.37
131.79
55.99
6861.85
3632.84
6376.03
552.55
1200.16
119.66
1210.21
3230.52
214.66
8919.31
1310.08
30279.37
3133.5
447.68
3161.55
5239.65
1806.28
57.23
3378.75
4191.16
4439.74
27.09
30296.68
11677.86
3321.84
130.11
10606.87
28.72
37467.15
114.79
567.71
27.92
789.95
1732.49
816.97
5139.33
3252.82
34954.22
1683.56
24843.9
2664.17
117.21
1873.75
2079.45
3616.52
1303.53
2784.34
512.63
25293.86
3500.05
4430.04
627.71
6150.39
10035.58
850.67
811.81
353.26
121.65
1026.63
1804.24
6376.96
1362.58
1449.57
13246.65
2444.0
1919.13
112.7
797.28
56.84
8101.09
110.68
1110.22
798.73
5218.8
30.47
2267.57
118.7
633.24
139.91
7422.97
595.92
1080.27
3208.2
531.5
848.03
590.04
388.59
181.25
535.22
25960.74
10888.29
24682.38
633.45
4172.36
58.12
6216.55
3470.07
1328.57
6381.45
114.54
950.54
422.44
269.67
4059.06
6428.74
375.26
2801.28
124.47
345.38
180.39
30042.02
1810.76
5499.07
7763.79
1159.59
1388.65
2580.53
115.6
3149.23
889.89
2111.5
141.53
3253.36
1250.37
2636.29
1216.35
4773.43
1169.4
4223.95
3234.95
107.09
2000.58
7137.73
1886.81
983.36
507.49
1680.29
10394.85
6620.63
80.28
367.5
1812.33
54.39
359.76
375.16
572.89
13274.42
97.01
4753.39
1470.45
5475.23
881.3
161.2
347.98
120.65
13389.36
608.62
1295.32
5281.33
175.42
3464.54
1681.21
237.33
3445.23
1701.77
1286.51
10799.93
7488.31
244.51
871.32
886.25
120.32
109.36
6370.83
1212.43
876.24
434.36
4181.35
2426.76
436.5
3054.23
2429.94
793.64
125.57
923.71
2087.87
1474.21
813.3
18454.18
2903.61
211.67
237.84
1942.62
2521.62
976.98
625.27
1250.83
834.96
18688.59
242.61
364.06
938.86
586.27
29.91
215.52
361.98
739.42
360.57
3504.03
823.98
11309.28
10262.95
3708.35
835.56
9455.7
18021.2
37098.13
1036.71
3552.66
99.33
372.19
13885.79
1047.76
86.29
1347.29
48.86
10973.2
2460.31
1941.53
1949.4
244.46
412.03
190.86
1889.02
3290.93
148.04
19075.98
1787.63
123.26
820.82
117.8
2528.6
3634.59
571.65
406.88
769.8
4259.76
26392.28
112.45
375.72
263.82
187.8
7130.26
1654.41
2587.79
3861.54
236.41
1153.33
2429.42
14394.01
378.92
1792.46
971.05
2433.0
6802.15
350.7
1263.33
885.34
111.47
2728.1
1340.29
632.61
765.2
7786.3
9859.83
904.44
868.9
1337.64
121.88
1607.27
2589.86
2662.01
873.95
10410.51
1197.56
1047.89
809.9
2081.84
266.69
4096.18
2006.1
2577.13
3256.81
7402.03
2737.23
371.68
68.64
6692.5
1515.31
3208.54
238.64
6876.13
355.43
895.82
554.59
285.69
123.52
6279.72
127.99
675.51
12300.71
4567.41
1760.71
404.11
241.28
778.78
18169.22
2071.41
13172.13
38102.87
112.61
2742.15
231.17
23803.31
375.52
1305.61
233.0
1460.14
390.54
9410.71
110.31
705.37
1857.59
5428.61
14809.0
6903.72
402.65
16586.22
225.57
433.06
887.87
9063.94
15701.34
604.44
671.95
59.48
1702.55
1561.62
956.32
421.58
763.22
137.73
2645.45
1085.16
288.25
6621.12
7373.72
2831.57
431.75
1284.53
1352.61
3736.88
122.91
